machine_unique_id,t_stamp_raw,opn_raw,job_nbr,ignition_run_number_raw,machine_state_nbr,cat_speed,bonnet_speed,clamp_pressure,exhaust_temp,die_temp,load_cell,mandrel_position,ram_position,ram_speed,vap_1_temp,vap_2_temp,sin_1_temp,sin_2_temp,sin_3_temp,sin_4_temp,sin_5_temp,zumbach_od,zumbach_ovality,barrel_temp,insert_date_raw,run_serial,catspeed_setpoint,zumbach_auto,sin_6_temp,ambient_temp,run_number,original_table_name
601,2026-01-01 08:42:10,OP101,JOB1001,,2,49.83,48.46,148.73,218.34,341.29,57.91,29.19,50.7,49.45,118.48,119.89,377.17,374.55,374.52,379.23,374.89,5.005,0.021,350.13,2026-01-01 08:42:10,RS001,50,1,375.95,25.35,1,csc_ptfe_601_plc
601,2026-01-01 08:42:20,OP101,JOB1001,,2,49.58,48.37,152.02,218.43,340.93,61.69,28.7,50.9,49.36,119.32,122.39,376.47,374.16,372.85,376.61,377.33,5.043,0.04,351.49,2026-01-01 08:42:20,RS001,50,1,373.85,24.37,1,csc_ptfe_601_plc
601,2026-01-01 08:42:30,OP101,JOB1001,,2,50.14,49.51,149.94,222.86,340.06,60.68,28.98,51.1,50.52,121.75,122.69,376.63,374.36,374.79,377.32,374.71,5.015,0.022,352.3,2026-01-01 08:42:30,RS001,50,1,376.82,24.29,1,csc_ptfe_601_plc
601,2026-01-01 08:42:40,OP101,JOB1001,,2,49.43,48.61,153.39,221.82,341.57,59.47,30.19,51.3,49.6,120.1,119.77,375.26,375.76,371.61,375.19,373.31,5.007,0.021,347.29,2026-01-01 08:42:40,RS001,50,1,376.1,24.77,1,csc_ptfe_601_plc
601,2026-01-01 08:42:50,OP101,JOB1001,,2,49.88,49.1,151.94,217.06,340.61,58.93,31.91,51.5,50.1,121.84,120.59,372.04,374.31,373.13,376.43,373.39,5.041,0.021,351.37,2026-01-01 08:42:50,RS001,50,1,375.69,24.75,1,csc_ptfe_601_plc
601,2026-01-01 08:43:00,OP101,JOB1001,,2,50.89,49.41,150.9,218.23,339.37,61.73,31.3,51.7,50.42,120.85,121.63,376.87,378.36,374.07,374.53,374.68,4.957,0.022,352.11,2026-01-01 08:43:00,RS001,50,1,378.14,24.96,1,csc_ptfe_601_plc
601,2026-01-01 08:43:10,OP101,JOB1001,,2,50.73,49.72,153.73,220.35,339.92,60.45,31.52,51.9,50.73,118.94,122.53,372.46,376.88,376.74,379.92,377.77,5.011,0.039,348.74,2026-01-01 08:43:10,RS001,50,1,373.77,25.64,1,csc_ptfe_601_plc
601,2026-01-01 08:43:20,OP101,JOB1001,,2,49.59,48.32,152.5,220.41,341.92,59.75,30.31,52.1,49.31,121.77,121.7,376.98,377.86,376.6,376.7,375.68,5.007,0.036,347.09,2026-01-01 08:43:20,RS001,50,1,378.87,25.15,1,csc_ptfe_601_plc
601,2026-01-01 08:43:30,OP101,JOB1001,,2,48.98,48.43,151.65,217.22,340.38,57.92,30.73,52.3,49.42,119.3,122.37,376.16,374.63,375.37,378.73,374.34,4.988,0.027,352.93,2026-01-01 08:43:30,RS001,50,1,378.21,25.62,1,csc_ptfe_601_plc
601,2026-01-01 08:43:40,OP101,JOB1001,,2,49.8,49.1,149.65,222.41,340.67,58.12,29.07,52.51,50.1,119.9,122.32,375.05,375.51,376.8,379.71,375.93,5.015,0.03,347.11,2026-01-01 08:43:40,RS001,50,1,374,24.83,1,csc_ptfe_601_plc
601,2026-01-01 08:43:50,OP101,JOB1001,,2,48.99,48.27,153.69,221.88,338.39,59.61,28.04,52.71,49.26,120.07,119.65,374.12,373.35,373.57,377.74,373.51,4.978,0.04,349.99,2026-01-01 08:43:50,RS001,50,1,374.03,25.81,1,csc_ptfe_601_plc
601,2026-01-01 08:44:00,OP101,JOB1001,,2,49.9,48.42,147.99,221.5,340.41,59.07,28.6,52.91,49.41,119.89,122.68,376.86,375.81,375.86,374.82,372.62,4.999,0.039,350.97,2026-01-01 08:44:00,RS001,50,1,375.89,25.53,1,csc_ptfe_601_plc
601,2026-01-01 08:44:10,OP101,JOB1001,,2,51.15,49.77,145.73,219.44,339.56,62.94,29.11,53.11,50.79,121.17,119.98,377.09,374.52,374.35,378.44,372.63,4.985,0.04,347.7,2026-01-01 08:44:10,RS001,50,1,377.63,24.47,1,csc_ptfe_601_plc
601,2026-01-01 08:44:20,OP101,JOB1001,,2,49.51,48.89,150.76,220.23,340.29,57.68,30.56,53.31,49.89,121.46,121.14,372.77,377.88,371.85,375.14,375.32,5.043,0.026,352.4,2026-01-01 08:44:20,RS001,50,1,373.48,25.26,1,csc_ptfe_601_plc
601,2026-01-01 08:44:30,OP101,JOB1001,,2,50.61,49.37,150.77,219.69,338.37,61.33,29.22,53.51,50.38,118.57,122.67,375.25,378.44,375.97,378.94,374.3,5.014,0.027,352.75,2026-01-01 08:44:30,RS001,50,1,374.64,24.33,1,csc_ptfe_601_plc
601,2026-01-01 08:44:40,OP101,JOB1001,,2,50.6,49.23,150.15,222.55,340.17,61.06,28.89,53.71,50.23,118.35,122.43,377.04,375.17,373.38,376.05,375.07,5.026,0.035,348.46,2026-01-01 08:44:40,RS001,50,1,375.2,25.46,1,csc_ptfe_601_plc
601,2026-01-01 08:44:50,OP101,JOB1001,,2,50.9,49.56,154.7,221.23,339.29,59.82,29.64,53.91,50.57,120.29,120.13,375.93,373.88,375.47,374.85,377.31,5.008,0.038,350.55,2026-01-01 08:44:50,RS001,50,1,373.8,24.96,1,csc_ptfe_601_plc
601,2026-01-01 08:45:00,OP101,JOB1001,,2,50.46,49.21,147.73,222.17,340.63,59.17,30.4,54.11,50.21,121.77,120.92,374.01,376.55,376.33,377.47,375.49,4.96,0.029,349.51,2026-01-01 08:45:00,RS001,50,1,375.27,24.32,1,csc_ptfe_601_plc
601,2026-01-01 08:45:10,OP101,JOB1001,,2,50.02,49.46,151.83,220.94,339.69,57.43,31.99,54.31,50.47,118.95,122.26,376.14,376.97,372.03,377.42,373.11,4.958,0.024,351.64,2026-01-01 08:45:10,RS001,50,1,374.22,25.09,1,csc_ptfe_601_plc
601,2026-01-01 08:45:20,OP101,JOB1001,,2,49.72,48.99,151.42,220.28,340.47,60.02,31.76,54.51,49.99,119.39,122.64,377.77,373.4,374.36,376.22,374.6,4.986,0.027,347.67,2026-01-01 08:45:20,RS001,50,1,377.79,25.74,1,csc_ptfe_601_plc
601,2026-01-01 08:45:30,OP101,JOB1001,,2,49.5,48.59,148.59,217.29,341.02,57.16,28.48,54.71,49.58,121.68,122.37,372.43,374.74,372.51,378.74,372.86,4.977,0.037,350.99,2026-01-01 08:45:30,RS001,50,1,373.99,24.03,1,csc_ptfe_601_plc
601,2026-01-01 08:45:40,OP101,JOB1001,,2,48.91,48.34,149.86,218.02,341.52,62.74,28.14,54.91,49.33,121.35,119.03,377.72,376.97,374.31,376.68,377.72,5.013,0.032,352.86,2026-01-01 08:45:40,RS001,50,1,378.38,24.96,1,csc_ptfe_601_plc
601,2026-01-01 08:45:50,OP101,JOB1001,,2,49.23,48.55,146.49,221.52,340.51,57.29,28.87,55.11,49.54,120.37,119.54,372.64,374.28,371.82,377.34,373.94,4.959,0.023,350.86,2026-01-01 08:45:50,RS001,50,1,378.16,24.74,1,csc_ptfe_601_plc
601,2026-01-01 08:46:00,OP101,JOB1001,,2,50.57,49.45,148.39,220.66,340.87,58.52,30.72,55.31,50.46,120.15,122.08,375.6,377.2,375.71,378.85,373.26,5.016,0.032,351.7,2026-01-01 08:46:00,RS001,50,1,375.59,25.59,1,csc_ptfe_601_plc
601,2026-01-01 08:46:10,OP101,JOB1001,,2,50.19,49.68,147.46,222.06,339.06,61.23,29,55.51,50.69,120.52,121.61,377.33,373.72,372.54,374.64,373.57,5.009,0.032,348.77,2026-01-01 08:46:10,RS001,50,1,375.75,25.57,1,csc_ptfe_601_plc
601,2026-01-01 08:46:20,OP101,JOB1001,,2,50.48,49.33,148.76,218.7,340.85,58.56,29.8,55.71,50.34,121.89,121.98,375.51,374.39,374.61,379.69,377.44,5,0.027,347.62,2026-01-01 08:46:20,RS001,50,1,376.19,25.43,1,csc_ptfe_601_plc
601,2026-01-01 08:46:30,OP101,JOB1001,,2,50.04,49.27,146.75,221.05,339.17,61.16,29.24,55.91,50.28,120.21,120.63,377.73,374.04,375.77,377.7,373.34,5.014,0.036,349.94,2026-01-01 08:46:30,RS001,50,1,377.86,24.77,1,csc_ptfe_601_plc
601,2026-01-01 08:46:40,OP101,JOB1001,,2,50.5,49.59,145.1,221.49,339.5,60.73,28.31,56.11,50.6,118.4,119.26,376.38,377.36,376.42,374.34,373.41,4.971,0.037,347.89,2026-01-01 08:46:40,RS001,50,1,378.93,24.29,1,csc_ptfe_601_plc
601,2026-01-01 08:46:50,OP101,JOB1001,,2,50.75,49.6,145.69,222.41,338.13,57.26,29.56,56.31,50.61,120.34,120.81,372.72,373.3,374.81,378.05,372.6,5.014,0.032,351.28,2026-01-01 08:46:50,RS001,50,1,373.38,24.19,1,csc_ptfe_601_plc
601,2026-01-01 08:47:00,OP101,JOB1001,,2,50.16,49.55,151.85,221.16,341.32,60.57,29.2,56.51,50.56,118.9,119.39,377.56,375.63,373.9,375.98,372.22,5.004,0.026,347.53,2026-01-01 08:47:00,RS001,50,1,377.04,24.84,1,csc_ptfe_601_plc
601,2026-01-01 08:47:10,OP101,JOB1001,,2,49.72,48.36,148.36,219,339.81,60.66,31.47,56.71,49.35,118.57,120.04,376.88,378.37,376.32,374.31,374.12,5.018,0.027,349.57,2026-01-01 08:47:10,RS001,50,1,378.88,24.83,1,csc_ptfe_601_plc
601,2026-01-01 08:47:20,OP101,JOB1001,,2,50.38,49.55,154.18,218.65,338.01,60.63,30.4,56.91,50.56,119.3,119.91,376.73,376.36,375.71,378.42,375.56,5.039,0.038,349.26,2026-01-01 08:47:20,RS001,50,1,378.38,24.62,1,csc_ptfe_601_plc
601,2026-01-01 08:47:30,OP101,JOB1001,,2,50.14,49.02,149.67,218.11,339.55,58.88,30.43,57.11,50.02,119.06,119.14,375.08,378.2,372.26,378.46,375.03,5.034,0.022,347.9,2026-01-01 08:47:30,RS001,50,1,377.07,24.46,1,csc_ptfe_601_plc
601,2026-01-01 08:47:40,OP101,JOB1001,,2,49.22,48.67,145.16,221.74,341.96,62.72,29.15,57.31,49.66,118.97,121.4,374.63,374.6,372.06,378.35,375.52,4.969,0.032,348.54,2026-01-01 08:47:40,RS001,50,1,374.44,25.34,1,csc_ptfe_601_plc
601,2026-01-01 08:47:50,OP101,JOB1001,,2,50.46,49.64,151.39,222.71,341.87,58.48,28.69,57.52,50.65,120.88,119.61,375.91,375,373.63,378.91,375.65,4.995,0.029,352.32,2026-01-01 08:47:50,RS001,50,1,375.39,24.54,1,csc_ptfe_601_plc
601,2026-01-01 08:48:00,OP101,JOB1001,,2,49.67,48.9,146.63,220.37,339.68,57.71,29.14,57.72,49.9,120.5,122.97,373.09,378.93,373.26,374.94,374.32,5.009,0.026,351.89,2026-01-01 08:48:00,RS001,50,1,375.19,24.25,1,csc_ptfe_601_plc
601,2026-01-01 08:48:10,OP101,JOB1001,,2,50,48.75,150.36,222.49,340.19,62.24,29.27,57.92,49.74,121.71,119.53,375.63,373.97,375.13,376.22,374.61,4.981,0.031,351.12,2026-01-01 08:48:10,RS001,50,1,373.78,25.42,1,csc_ptfe_601_plc
601,2026-01-01 08:48:20,OP101,JOB1001,,2,49.51,48.64,149.89,222.9,341.88,62.41,28.36,58.12,49.63,118.56,121.34,374.16,378.82,372.93,378.17,374.13,4.968,0.038,348.43,2026-01-01 08:48:20,RS001,50,1,373.29,24.62,1,csc_ptfe_601_plc
601,2026-01-01 08:48:30,OP101,JOB1001,,2,49.21,48.42,154.02,222.52,341.74,57.24,31.78,58.32,49.41,118.44,122.27,372.56,378.56,374.34,376.45,375.76,4.954,0.027,347.87,2026-01-01 08:48:30,RS001,50,1,374.69,25.67,1,csc_ptfe_601_plc
601,2026-01-01 08:48:40,OP101,JOB1001,,2,51.14,49.74,145.32,222.42,338.05,62.76,30.94,58.52,50.76,121.93,122.88,377.53,373.61,371.25,377.18,374.35,5.046,0.022,351.71,2026-01-01 08:48:40,RS001,50,1,378.61,25.71,1,csc_ptfe_601_plc
601,2026-01-01 08:48:50,OP101,JOB1001,,2,50.74,49.73,152.45,217.81,338.48,61.27,31.02,58.72,50.74,121.05,119.66,375.41,378.55,372.08,379.81,375.12,5.036,0.028,349.6,2026-01-01 08:48:50,RS001,50,1,375.36,25.81,1,csc_ptfe_601_plc
601,2026-01-01 08:49:00,OP101,JOB1001,,2,50.82,49.55,154.86,220.7,341.36,59.41,28.01,58.92,50.56,120.53,122.73,372.74,378.17,375.51,376.39,376.14,5.042,0.034,350.46,2026-01-01 08:49:00,RS001,50,1,376.02,25.52,1,csc_ptfe_601_plc
601,2026-01-01 08:49:10,OP101,JOB1001,,2,49.66,49.14,145.23,217.71,341.32,57.02,28.67,59.12,50.14,120.17,120.66,373.18,374.06,376.55,376.24,376.63,4.954,0.035,348.12,2026-01-01 08:49:10,RS001,50,1,373.71,24.36,1,csc_ptfe_601_plc
601,2026-01-01 08:49:20,OP101,JOB1001,,2,50.48,49.3,148.2,220.34,338.74,59.15,28.04,59.32,50.31,118.54,121.81,373.28,373.62,372.56,376.82,374.71,4.971,0.03,349.96,2026-01-01 08:49:20,RS001,50,1,376.31,25.69,1,csc_ptfe_601_plc
601,2026-01-01 08:49:30,OP101,JOB1001,,2,49.89,49.25,151.52,217.55,341.11,61.63,29.71,59.52,50.26,119.22,121.9,376.62,373.15,373.12,375.03,374.09,4.959,0.022,352.26,2026-01-01 08:49:30,RS001,50,1,376.51,24.55,1,csc_ptfe_601_plc
601,2026-01-01 08:49:40,OP101,JOB1001,,2,48.82,48.25,153.06,217.12,339.56,58.21,29.73,59.72,49.23,118.4,119.43,372.55,378.72,376.95,377.15,375.51,4.965,0.039,350.81,2026-01-01 08:49:40,RS001,50,1,375.35,25.32,1,csc_ptfe_601_plc
601,2026-01-01 08:49:50,OP101,JOB1001,,2,50.61,49.74,145.39,220.8,338.74,62.42,30.98,59.92,50.76,120.23,121.19,377.98,374.32,376.07,375.53,372.52,4.998,0.027,350.71,2026-01-01 08:49:50,RS001,50,1,378.77,25.06,1,csc_ptfe_601_plc
601,2026-01-01 08:50:00,OP101,JOB1001,,2,49.78,48.59,151.18,221.27,341.38,59.72,30.33,60.12,49.58,120.65,122.77,375.4,375.25,374.92,375.83,374.63,5.008,0.031,350.18,2026-01-01 08:50:00,RS001,50,1,378.03,24.54,1,csc_ptfe_601_plc
601,2026-01-01 08:50:10,OP101,JOB1001,,2,49.34,48.72,153.15,218.67,339.42,59.87,28.24,60.32,49.71,121.89,119.6,372.28,373.16,375.86,378.59,375.95,4.976,0.029,351.22,2026-01-01 08:50:10,RS001,50,1,376.92,24.23,1,csc_ptfe_601_plc
601,2026-01-01 08:50:20,OP101,JOB1001,,2,49.93,48.68,153.55,217.73,341.23,58.25,29.89,60.52,49.67,121.93,119.96,377.95,378.66,372.95,377.34,374.22,5.005,0.029,352.04,2026-01-01 08:50:20,RS001,50,1,375.78,24.44,1,csc_ptfe_601_plc
601,2026-01-01 08:50:30,OP101,JOB1001,,2,51.02,49.54,153.25,217.18,341.19,60.57,28.06,60.72,50.55,119.38,121.82,372.08,375.81,373.77,375.22,375.48,4.965,0.022,347.57,2026-01-01 08:50:30,RS001,50,1,377.18,25.08,1,csc_ptfe_601_plc
601,2026-01-01 08:50:40,OP101,JOB1001,,2,50.41,49.28,152.73,220.3,340.81,59.44,31.8,60.92,50.29,118.43,120.28,376.69,377.79,375.45,375.32,373.92,4.973,0.023,347.86,2026-01-01 08:50:40,RS001,50,1,376.23,24.3,1,csc_ptfe_601_plc
601,2026-01-01 08:50:50,OP101,JOB1001,,2,49.17,48.6,150.22,222.77,339.86,61.89,31.92,61.12,49.59,119.85,120.47,374.79,375.36,372.81,379.05,377.54,4.993,0.027,352.19,2026-01-01 08:50:50,RS001,50,1,377.26,24.26,1,csc_ptfe_601_plc
601,2026-01-01 08:51:00,OP101,JOB1001,,2,50.42,49.27,154.06,219.13,339.97,58.74,30.75,61.32,50.28,119.59,121.46,377.03,376.21,376.9,375.54,374.19,5.033,0.027,348.17,2026-01-01 08:51:00,RS001,50,1,375.79,25.63,1,csc_ptfe_601_plc
601,2026-01-01 08:51:10,OP101,JOB1001,,2,49.41,48.33,153.66,218.57,339.16,60.74,29.47,61.52,49.32,120.58,122.79,375.8,376.06,372.6,376.46,372.01,4.983,0.027,351.64,2026-01-01 08:51:10,RS001,50,1,378.68,24.25,1,csc_ptfe_601_plc
601,2026-01-01 08:51:20,OP101,JOB1001,,2,49.47,48.91,149.08,222.89,340.01,62.79,29.35,61.72,49.91,120.49,122.19,377.34,377.97,373.33,375.24,373.8,5.047,0.022,347.11,2026-01-01 08:51:20,RS001,50,1,378.23,25.17,1,csc_ptfe_601_plc
601,2026-01-01 08:51:30,OP101,JOB1001,,2,50.01,48.87,148.01,221.08,338.45,57.85,29.41,61.92,49.87,120.29,122.94,376.41,375.91,372.35,374.2,375.68,5.045,0.027,347.39,2026-01-01 08:51:30,RS001,50,1,375.28,24.74,1,csc_ptfe_601_plc
601,2026-01-01 08:51:40,OP101,JOB1001,,2,49.73,48.71,153.47,220.41,340.42,60.72,29.78,62.12,49.7,119.98,120.06,372.69,374.52,372.34,379.46,372.52,5,0.033,351.69,2026-01-01 08:51:40,RS001,50,1,378.22,25.49,1,csc_ptfe_601_plc
601,2026-01-01 08:51:50,OP101,JOB1001,,2,50,48.96,154.27,222.8,339.56,58.21,28.58,62.32,49.96,118.73,122.43,377.07,377.05,375.91,374.76,373.95,4.972,0.021,347.23,2026-01-01 08:51:50,RS001,50,1,378.75,24.45,1,csc_ptfe_601_plc
601,2026-01-01 08:52:00,OP101,JOB1001,,2,49.46,48.9,145.76,218.52,338.22,61.75,31.44,62.53,49.9,119.58,121.28,372.12,375.8,372.35,378.72,373.21,4.97,0.026,350.69,2026-01-01 08:52:00,RS001,50,1,374.29,25.07,1,csc_ptfe_601_plc
601,2026-01-01 08:52:10,OP101,JOB1001,,2,49.96,48.56,154.64,220.15,340.83,58.32,29.52,62.73,49.55,120.03,122.81,377.47,375.15,373.8,374.74,376.81,4.986,0.023,352.28,2026-01-01 08:52:10,RS001,50,1,377.5,25.84,1,csc_ptfe_601_plc
601,2026-01-01 08:52:20,OP101,JOB1001,,2,49.44,48.47,154.13,218.93,341.86,60.33,28.36,62.93,49.46,121.93,122.62,373.63,375.99,371.79,378.79,377.29,5.013,0.027,350.99,2026-01-01 08:52:20,RS001,50,1,375.1,24.53,1,csc_ptfe_601_plc
601,2026-01-01 08:52:30,OP101,JOB1001,,2,50.15,48.89,148.45,221.31,338.91,62.56,31.13,63.13,49.89,121.98,120.1,376.22,373.93,374.27,374.94,377.71,5.029,0.022,352.79,2026-01-01 08:52:30,RS001,50,1,378.5,25.46,1,csc_ptfe_601_plc
601,2026-01-01 08:52:40,OP101,JOB1001,,2,49.86,48.65,147.88,222.78,341.56,57.18,28.38,63.33,49.64,121.45,119.76,376.05,375.49,372.55,379.73,374.99,4.978,0.037,349.64,2026-01-01 08:52:40,RS001,50,1,378.47,24.02,1,csc_ptfe_601_plc
601,2026-01-01 08:52:50,OP101,JOB1001,,2,49.62,48.48,145.09,218.51,341.79,59.89,30.68,63.53,49.47,118.76,121.93,374.24,375.97,376.25,377.48,372.71,4.952,0.039,349.06,2026-01-01 08:52:50,RS001,50,1,374.77,25.5,1,csc_ptfe_601_plc
601,2026-01-01 08:53:00,OP101,JOB1001,,2,48.94,48.41,147.65,217.41,340.04,58.8,31.79,63.73,49.4,119.26,119.57,373.9,378.34,371.62,376.77,374.04,5.016,0.025,350.98,2026-01-01 08:53:00,RS001,50,1,376.2,25.39,1,csc_ptfe_601_plc
601,2026-01-01 08:53:10,OP101,JOB1001,,2,50.35,49.1,152.42,218.47,341.7,62.87,28.26,63.93,50.1,120.97,122.67,376.13,373.21,374.09,374.05,372.52,4.97,0.029,348.39,2026-01-01 08:53:10,RS001,50,1,373.58,25.99,1,csc_ptfe_601_plc
601,2026-01-01 08:53:20,OP101,JOB1001,,2,51.24,49.75,149.6,222.9,340.55,58.86,31.45,64.13,50.77,119.01,119.11,374.11,377.9,374.34,378.45,376.7,5.01,0.032,348.87,2026-01-01 08:53:20,RS001,50,1,377.65,24.94,1,csc_ptfe_601_plc
601,2026-01-01 08:53:30,OP101,JOB1001,,2,50.29,49.24,147.19,221.2,338.21,61.2,30.88,64.33,50.25,121.13,120.72,375.79,375.01,375.8,375.47,372.65,4.985,0.028,347.94,2026-01-01 08:53:30,RS001,50,1,376.72,24.22,1,csc_ptfe_601_plc
601,2026-01-01 08:53:40,OP101,JOB1001,,2,49.62,48.52,152.84,219.47,340.47,57.56,31.31,64.53,49.51,118.32,122.67,372.85,375.23,374.42,376.46,372.28,5.001,0.028,347.2,2026-01-01 08:53:40,RS001,50,1,376.81,24.43,1,csc_ptfe_601_plc
601,2026-01-01 08:53:50,OP101,JOB1001,,2,50.51,49.48,152.87,220.58,338.98,57.57,28.18,64.73,50.49,119.86,122.36,376.88,378.11,375.28,376.1,373.1,5.025,0.034,347.81,2026-01-01 08:53:50,RS001,50,1,374.71,25.27,1,csc_ptfe_601_plc
601,2026-01-01 08:54:00,OP101,JOB1001,,2,50.85,49.45,148.03,220.36,341.67,57.78,28.13,64.93,50.46,118.96,121.98,375.33,375.13,373.05,377.14,373.55,4.973,0.035,348.21,2026-01-01 08:54:00,RS001,50,1,376.25,24.17,1,csc_ptfe_601_plc
601,2026-01-01 08:54:10,OP101,JOB1001,,2,50.63,49.22,145.16,219.32,340.79,58.59,30.71,65.13,50.22,121.07,119.38,375.2,377.04,373,377.9,372.94,4.956,0.029,348.49,2026-01-01 08:54:10,RS001,50,1,376.2,25.61,1,csc_ptfe_601_plc
601,2026-01-01 08:54:20,OP101,JOB1001,,2,50.38,49.27,148.71,217.42,341.96,60.94,29.75,65.33,50.28,120.06,121.91,377.55,376.91,376.41,379.61,374.6,4.993,0.039,349.36,2026-01-01 08:54:20,RS001,50,1,377.39,24.13,1,csc_ptfe_601_plc
601,2026-01-01 08:54:30,OP101,JOB1001,,2,49.81,48.55,145.93,221.29,339.43,58.23,28.86,65.53,49.54,120.82,119.64,372.84,373.8,374.37,375.78,372.13,5.042,0.032,349.64,2026-01-01 08:54:30,RS001,50,1,378.67,25.2,1,csc_ptfe_601_plc
601,2026-01-01 08:54:40,OP101,JOB1001,,2,49.61,48.26,148.65,221.75,339.35,61.04,30.36,65.73,49.24,118.91,121.12,373.37,375.91,372.47,374.92,375.2,4.999,0.024,350.42,2026-01-01 08:54:40,RS001,50,1,374.58,25.2,1,csc_ptfe_601_plc
601,2026-01-01 08:54:50,OP101,JOB1001,,2,49.67,48.63,151.66,221.29,339.42,61.76,28.49,65.93,49.62,121.38,119.48,377.08,375.53,373.29,377.76,372.11,4.965,0.022,349.64,2026-01-01 08:54:50,RS001,50,1,376.53,25.27,1,csc_ptfe_601_plc
601,2026-01-01 08:55:00,OP101,JOB1001,,2,49.54,48.42,146.64,220.2,338.28,60.23,29.69,66.13,49.41,120.4,120.88,377.37,373.47,373.95,376.04,373.41,4.966,0.029,349.49,2026-01-01 08:55:00,RS001,50,1,375.85,25.78,1,csc_ptfe_601_plc
601,2026-01-01 08:55:10,OP101,JOB1001,,2,49.03,48.44,150.97,217.46,340.77,61.69,31.07,66.33,49.43,121.06,119.25,373.01,376.14,371.91,378.47,373.68,5.007,0.038,347.56,2026-01-01 08:55:10,RS001,50,1,377.45,25.22,1,csc_ptfe_601_plc
601,2026-01-01 08:55:20,OP101,JOB1001,,2,50.79,49.64,152.4,221.95,339.17,59.23,31.01,66.53,50.65,118,119.46,372.55,376.4,375.08,377.13,374.16,5.004,0.02,352.75,2026-01-01 08:55:20,RS001,50,1,374.19,24.78,1,csc_ptfe_601_plc
601,2026-01-01 08:55:30,OP101,JOB1001,,2,50.35,49.38,151.24,217.84,340.03,60.28,30.14,66.73,50.39,119.55,120.87,375.75,373.22,373.58,378.03,373.55,5.047,0.036,349.83,2026-01-01 08:55:30,RS001,50,1,377.02,25.09,1,csc_ptfe_601_plc
601,2026-01-01 08:55:40,OP101,JOB1001,,2,49.97,49.36,149.38,217.7,340.5,62.7,29.82,66.93,50.37,120.01,121.89,373.1,375.01,375.09,378.26,376.55,4.961,0.024,351.84,2026-01-01 08:55:40,RS001,50,1,378.51,24.03,1,csc_ptfe_601_plc
601,2026-01-01 08:55:50,OP101,JOB1001,,2,49.57,48.26,146.28,217.34,341.27,61.95,30.56,67.13,49.24,119.59,120.67,376.46,378.41,373.32,374.99,373.93,4.973,0.022,352.11,2026-01-01 08:55:50,RS001,50,1,373.36,25.62,1,csc_ptfe_601_plc
601,2026-01-01 08:56:00,OP101,JOB1001,,2,50.17,48.99,151.67,222.72,339.31,59.61,31.47,67.33,49.99,121.38,120.49,372.31,376.64,375.15,377.52,375.89,5.013,0.036,347.56,2026-01-01 08:56:00,RS001,50,1,377.67,25.35,1,csc_ptfe_601_plc
601,2026-01-01 08:56:10,OP101,JOB1001,,2,50.49,49.24,154.89,218.84,340.91,58.57,29.83,67.54,50.25,119.83,120.15,376.44,373.29,375.86,375.33,373.31,5.021,0.03,352.04,2026-01-01 08:56:10,RS001,50,1,376.56,25.64,1,csc_ptfe_601_plc
601,2026-01-01 08:56:20,OP101,JOB1001,,2,50.12,49.34,147.81,218.25,340.93,59.55,29.66,67.74,50.35,120.6,121.16,377.54,377.13,376.41,375.03,373.65,4.954,0.021,351.57,2026-01-01 08:56:20,RS001,50,1,375.2,24.81,1,csc_ptfe_601_plc
601,2026-01-01 08:56:30,OP101,JOB1001,,2,50.34,49.02,148.2,219.1,339.02,59.98,29.18,67.94,50.02,118.47,120.27,372.68,373.8,372.55,377.83,376.02,5.04,0.032,350.75,2026-01-01 08:56:30,RS001,50,1,373.99,24.72,1,csc_ptfe_601_plc
601,2026-01-01 08:56:40,OP101,JOB1001,,2,49.93,48.53,149.49,218.64,341.84,57.53,29.18,68.14,49.52,118.85,120.22,376.37,375.09,376.21,379.27,372.97,4.976,0.026,350.96,2026-01-01 08:56:40,RS001,50,1,373.98,24.76,1,csc_ptfe_601_plc
601,2026-01-01 08:56:50,OP101,JOB1001,,2,49.06,48.29,154.25,222.79,340.54,61.97,30.19,68.34,49.28,120.16,120.66,375.1,376.78,375.15,377.45,375.4,4.959,0.033,348.79,2026-01-01 08:56:50,RS001,50,1,373.86,24.45,1,csc_ptfe_601_plc
601,2026-01-01 08:57:00,OP101,JOB1001,,2,50.11,49.4,145.87,217.53,341.42,60.51,30.71,68.54,50.41,119.37,119.06,376.07,375.34,371.47,378.67,376.64,4.988,0.026,348.85,2026-01-01 08:57:00,RS001,50,1,376.07,24.62,1,csc_ptfe_601_plc
601,2026-01-01 08:57:10,OP101,JOB1001,,2,50.07,49.31,149.11,222.55,338.05,58.81,30.71,68.74,50.32,120.78,121.29,374.09,375.74,374.47,376.24,375.97,4.988,0.027,347.94,2026-01-01 08:57:10,RS001,50,1,373.71,25.91,1,csc_ptfe_601_plc
601,2026-01-01 08:57:20,OP101,JOB1001,,2,49.17,48.64,152.59,220.8,340.63,61.23,29.45,68.94,49.63,120.49,122.66,376.02,378.72,371.53,376.94,376.69,4.95,0.022,348.91,2026-01-01 08:57:20,RS001,50,1,376.65,24.82,1,csc_ptfe_601_plc
601,2026-01-01 08:57:30,OP101,JOB1001,,2,49.78,48.32,147.84,222.58,338.56,60.66,31.14,69.14,49.31,121.35,120.4,377.83,376.66,374.77,377.28,375.46,5.032,0.035,349.86,2026-01-01 08:57:30,RS001,50,1,378.65,25.54,1,csc_ptfe_601_plc
