machine_unique_id,t_stamp_raw,opn_raw,job_nbr,ignition_run_number_raw,machine_state_nbr,cat_speed,clamp_pressure,die_temp,load_cell,mandrel_position,ram_position,ram_speed,zumbach_od,zumbach_ovality,barrel_temp,insert_date_raw,original_table_name,new_column_added_1
701,2026-01-01 08:23:00,OP101,JOB1001,1,2,49.37,154.84,339.32,59.15,31.94,27.66,48.38,4.996,0.029,349.45,2026-01-01 08:23:00,bnj_ptfe_701_plc,new139
701,2026-01-01 08:23:10,OP101,JOB1001,1,2,50.71,151.18,338.16,57.87,31.1,27.86,49.7,5.008,0.021,349.48,2026-01-01 08:23:10,bnj_ptfe_701_plc,new140
701,2026-01-01 08:23:20,OP101,JOB1001,1,2,49.66,147.25,341.06,60.51,31.58,28.06,48.67,4.97,0.028,347.45,2026-01-01 08:23:20,bnj_ptfe_701_plc,new141
701,2026-01-01 08:23:30,OP101,JOB1001,1,2,49.5,147.28,338.96,60.31,29.21,28.26,48.51,5.03,0.027,351.59,2026-01-01 08:23:30,bnj_ptfe_701_plc,new142
701,2026-01-01 08:23:40,OP101,JOB1001,1,2,50.09,151.1,338.05,59.08,30.2,28.46,49.09,4.978,0.029,349.46,2026-01-01 08:23:40,bnj_ptfe_701_plc,new143
701,2026-01-01 08:23:50,OP101,JOB1001,1,2,50.25,153.6,339.35,61.98,31.89,28.66,49.24,5.046,0.035,349,2026-01-01 08:23:50,bnj_ptfe_701_plc,new144
701,2026-01-01 08:24:00,OP101,JOB1001,1,2,49.92,154.23,338.04,58.82,30.21,28.86,48.92,4.997,0.04,348.54,2026-01-01 08:24:00,bnj_ptfe_701_plc,new145
701,2026-01-01 08:24:10,OP101,JOB1001,1,2,50.14,147.13,338.24,60.28,30.06,29.06,49.14,4.975,0.03,350.14,2026-01-01 08:24:10,bnj_ptfe_701_plc,new146
701,2026-01-01 08:24:20,OP101,JOB1001,1,2,49.99,146.35,341.52,62.1,31.22,29.26,48.99,4.95,0.03,351.33,2026-01-01 08:24:20,bnj_ptfe_701_plc,new147
701,2026-01-01 08:24:30,OP101,JOB1001,1,2,50.3,148.23,341.38,62.33,30.48,29.46,49.29,5.015,0.025,347.05,2026-01-01 08:24:30,bnj_ptfe_701_plc,new148
701,2026-01-01 08:24:40,OP101,JOB1001,1,2,49.39,145.29,339.2,62.84,28.68,29.66,48.4,4.991,0.037,352.56,2026-01-01 08:24:40,bnj_ptfe_701_plc,new149
701,2026-01-01 08:24:50,OP101,JOB1001,1,2,49.96,147.3,338.31,61.25,28.5,29.86,48.96,4.989,0.035,350.12,2026-01-01 08:24:50,bnj_ptfe_701_plc,new150
701,2026-01-01 08:25:00,OP101,JOB1001,1,2,50.76,153.99,341.52,59.4,31.04,30.06,49.74,5.002,0.028,347.81,2026-01-01 08:25:00,bnj_ptfe_701_plc,new151
701,2026-01-01 08:25:10,OP101,JOB1001,1,2,49.38,146.72,338.97,57.63,31.85,30.26,48.39,5.027,0.038,351.55,2026-01-01 08:25:10,bnj_ptfe_701_plc,new152
701,2026-01-01 08:25:20,OP101,JOB1001,1,2,49.56,149.77,341.25,61.93,28.56,30.46,48.57,5.036,0.04,347.79,2026-01-01 08:25:20,bnj_ptfe_701_plc,new153
701,2026-01-01 08:25:30,OP101,JOB1001,1,2,49.3,148.18,338.57,61.45,30.8,30.66,48.31,5.025,0.035,351.16,2026-01-01 08:25:30,bnj_ptfe_701_plc,new154
701,2026-01-01 08:25:40,OP101,JOB1001,1,2,50.27,153.05,341.17,60.48,28.82,30.86,49.26,5.03,0.029,347.83,2026-01-01 08:25:40,bnj_ptfe_701_plc,new155
701,2026-01-01 08:25:50,OP101,JOB1001,1,2,49.96,146.85,341.5,61.44,30.38,31.06,48.96,5.047,0.03,350.28,2026-01-01 08:25:50,bnj_ptfe_701_plc,new156
701,2026-01-01 08:26:00,OP101,JOB1001,1,2,49.22,153.54,340.95,62.75,31.35,31.26,48.24,4.954,0.032,352.64,2026-01-01 08:26:00,bnj_ptfe_701_plc,new157
701,2026-01-01 08:26:10,OP101,JOB1001,1,2,49.88,152.49,338.77,57.85,32,31.46,48.88,5.049,0.033,351.94,2026-01-01 08:26:10,bnj_ptfe_701_plc,new158
701,2026-01-01 08:26:20,OP101,JOB1001,1,2,50.53,152.39,341.6,62.05,31.43,31.66,49.52,4.991,0.022,350.96,2026-01-01 08:26:20,bnj_ptfe_701_plc,new159
701,2026-01-01 08:26:30,OP101,JOB1001,1,2,49.39,151.68,338.38,58.95,31.95,31.86,48.4,5.031,0.039,351.98,2026-01-01 08:26:30,bnj_ptfe_701_plc,new160
701,2026-01-01 08:26:40,OP101,JOB1001,1,2,49.31,146.13,338.21,60.58,29.01,32.06,48.32,5.003,0.035,351.1,2026-01-01 08:26:40,bnj_ptfe_701_plc,new161
701,2026-01-01 08:26:50,OP101,JOB1001,1,2,50.75,150.7,338.09,57.41,29.48,32.26,49.73,5.004,0.024,349.89,2026-01-01 08:26:50,bnj_ptfe_701_plc,new162
701,2026-01-01 08:27:00,OP101,JOB1001,1,2,49.64,147.32,339.29,61.9,30.11,32.46,48.65,4.966,0.031,347.41,2026-01-01 08:27:00,bnj_ptfe_701_plc,new163
701,2026-01-01 08:27:10,OP101,JOB1001,1,2,49.58,149.53,338.73,57.85,29.86,32.67,48.59,5.05,0.025,351.6,2026-01-01 08:27:10,bnj_ptfe_701_plc,new164
701,2026-01-01 08:27:20,OP101,JOB1001,1,2,49.8,150.44,341.2,61.26,30.53,32.87,48.8,4.985,0.04,347.16,2026-01-01 08:27:20,bnj_ptfe_701_plc,new165
701,2026-01-01 08:27:30,OP101,JOB1001,1,2,50.09,152.39,339.88,62.73,29.18,33.07,49.09,5.011,0.023,348.51,2026-01-01 08:27:30,bnj_ptfe_701_plc,new166
701,2026-01-01 08:27:40,OP101,JOB1001,1,2,49.99,151.43,341.36,62.25,29.08,33.27,48.99,4.963,0.032,347.65,2026-01-01 08:27:40,bnj_ptfe_701_plc,new167
701,2026-01-01 08:27:50,OP101,JOB1001,1,2,49.22,150.4,339.57,60.43,29.81,33.47,48.24,4.991,0.02,352.19,2026-01-01 08:27:50,bnj_ptfe_701_plc,new168
701,2026-01-01 08:28:00,OP101,JOB1001,1,2,49.62,152.4,340.07,59.29,30.02,33.67,48.63,5.047,0.025,348.42,2026-01-01 08:28:00,bnj_ptfe_701_plc,new169
701,2026-01-01 08:28:10,OP101,JOB1001,1,2,50.7,151.41,340.87,60.61,28.89,33.87,49.69,5.049,0.024,351.75,2026-01-01 08:28:10,bnj_ptfe_701_plc,new170
701,2026-01-01 08:28:20,OP101,JOB1001,1,2,49.82,146.11,340.84,61.69,31.08,34.07,48.82,5.001,0.036,348.48,2026-01-01 08:28:20,bnj_ptfe_701_plc,new171
701,2026-01-01 08:28:30,OP101,JOB1001,1,2,50.51,148.62,339.03,62.24,29.23,34.27,49.5,5.018,0.031,349.65,2026-01-01 08:28:30,bnj_ptfe_701_plc,new172
701,2026-01-01 08:28:40,OP101,JOB1001,1,2,49.75,147.8,341.12,57.97,29.31,34.47,48.76,4.97,0.031,352.93,2026-01-01 08:28:40,bnj_ptfe_701_plc,new173
701,2026-01-01 08:28:50,OP101,JOB1001,1,2,50.26,148.17,341.49,58.83,30.32,34.67,49.25,5.044,0.024,350.02,2026-01-01 08:28:50,bnj_ptfe_701_plc,new174
701,2026-01-01 08:29:00,OP101,JOB1001,1,2,49.93,147.4,341.74,62.51,29.04,34.87,48.93,5.018,0.032,347.55,2026-01-01 08:29:00,bnj_ptfe_701_plc,new175
701,2026-01-01 08:29:10,OP101,JOB1001,1,2,49.76,145.01,341.35,58.1,28.84,35.07,48.76,4.993,0.03,350.64,2026-01-01 08:29:10,bnj_ptfe_701_plc,new176
701,2026-01-01 08:29:20,OP101,JOB1001,1,2,50.3,148.89,341.48,59.64,31.15,35.27,49.29,5.033,0.027,347.48,2026-01-01 08:29:20,bnj_ptfe_701_plc,new177
701,2026-01-01 08:29:30,OP101,JOB1001,1,2,49.86,151.6,341.89,62.85,29.74,35.47,48.86,4.992,0.025,352.33,2026-01-01 08:29:30,bnj_ptfe_701_plc,new178
701,2026-01-01 08:29:40,OP101,JOB1001,1,2,49.95,153.69,341.8,57.13,28.13,35.67,48.95,4.996,0.027,351.73,2026-01-01 08:29:40,bnj_ptfe_701_plc,new179
701,2026-01-01 08:29:50,OP101,JOB1001,1,2,49.28,154.65,341.68,60.03,29.21,35.87,48.29,5.012,0.03,350.07,2026-01-01 08:29:50,bnj_ptfe_701_plc,new180
701,2026-01-01 08:30:00,OP101,JOB1001,1,2,49.53,147.48,341.08,62.53,29.93,36.07,48.54,4.956,0.025,352.82,2026-01-01 08:30:00,bnj_ptfe_701_plc,new181
701,2026-01-01 08:30:10,OP101,JOB1001,1,2,50.17,148.92,341.49,61.88,29.06,36.27,49.17,4.951,0.034,348.06,2026-01-01 08:30:10,bnj_ptfe_701_plc,new182
701,2026-01-01 08:30:20,OP101,JOB1001,1,2,49.85,150.23,339.27,57.43,29.06,36.47,48.85,4.98,0.021,350.39,2026-01-01 08:30:20,bnj_ptfe_701_plc,new183
701,2026-01-01 08:30:30,OP101,JOB1001,1,2,50.13,148.48,341.28,60.35,28.46,36.67,49.13,4.978,0.024,352.36,2026-01-01 08:30:30,bnj_ptfe_701_plc,new184
701,2026-01-01 08:30:40,OP101,JOB1001,1,2,49.51,152.94,338.12,60.71,29.42,36.87,48.52,4.95,0.021,349.8,2026-01-01 08:30:40,bnj_ptfe_701_plc,new185
701,2026-01-01 08:30:50,OP101,JOB1001,1,2,50.02,149.25,339.76,60.83,31.5,37.07,49.02,4.979,0.038,349.74,2026-01-01 08:30:50,bnj_ptfe_701_plc,new186
701,2026-01-01 08:31:00,OP101,JOB1001,1,2,50.51,153.48,341.45,62.43,30.84,37.27,49.5,4.977,0.023,348.81,2026-01-01 08:31:00,bnj_ptfe_701_plc,new187
701,2026-01-01 08:31:10,OP101,JOB1001,1,2,49.43,147.47,340.18,60.01,29.13,37.47,48.44,5.038,0.033,349.41,2026-01-01 08:31:10,bnj_ptfe_701_plc,new188
701,2026-01-01 08:31:20,OP101,JOB1001,1,2,49.5,148.07,338.92,60.82,29.38,37.68,48.51,5.04,0.032,351.26,2026-01-01 08:31:20,bnj_ptfe_701_plc,new189
701,2026-01-01 08:31:30,OP101,JOB1001,1,2,49.45,151.03,341.36,61.06,31.16,37.88,48.46,5.01,0.034,350.33,2026-01-01 08:31:30,bnj_ptfe_701_plc,new190
701,2026-01-01 08:31:40,OP101,JOB1001,1,2,50.52,154.45,340.67,59.72,29.83,38.08,49.51,4.955,0.026,349.93,2026-01-01 08:31:40,bnj_ptfe_701_plc,new191
701,2026-01-01 08:31:50,OP101,JOB1001,1,2,49.75,150.28,340.62,61.84,30.57,38.28,48.76,5.038,0.027,351.32,2026-01-01 08:31:50,bnj_ptfe_701_plc,new192
701,2026-01-01 08:32:00,OP101,JOB1001,1,2,50.25,148.45,340.58,61.62,30.68,38.48,49.24,4.958,0.022,348.71,2026-01-01 08:32:00,bnj_ptfe_701_plc,new193
701,2026-01-01 08:32:10,OP101,JOB1001,1,2,50.51,146.67,341.95,59.95,29.26,38.68,49.5,4.97,0.027,349.06,2026-01-01 08:32:10,bnj_ptfe_701_plc,new194
701,2026-01-01 08:32:20,OP101,JOB1001,1,2,50.6,146.25,341.97,62.32,30.22,38.88,49.59,4.957,0.031,349.85,2026-01-01 08:32:20,bnj_ptfe_701_plc,new195
701,2026-01-01 08:32:30,OP101,JOB1001,1,2,50.65,148.4,339.13,61.45,31.72,39.08,49.64,5.015,0.04,351.72,2026-01-01 08:32:30,bnj_ptfe_701_plc,new196
701,2026-01-01 08:32:40,OP101,JOB1001,1,2,50.7,154.67,338.56,60.42,30.65,39.28,49.69,5.034,0.037,352.26,2026-01-01 08:32:40,bnj_ptfe_701_plc,new197
701,2026-01-01 08:32:50,OP101,JOB1001,1,2,49.23,147.05,341.3,57.34,28.67,39.48,48.25,5.027,0.021,348.36,2026-01-01 08:32:50,bnj_ptfe_701_plc,new198
701,2026-01-01 08:33:00,OP101,JOB1001,1,2,50.61,150.98,339.46,62.63,29.95,39.68,49.6,5.025,0.039,347.53,2026-01-01 08:33:00,bnj_ptfe_701_plc,new199
701,2026-01-01 08:33:10,OP101,JOB1001,1,2,49.37,153.03,339.5,60.97,29.75,39.88,48.38,5.002,0.035,351.13,2026-01-01 08:33:10,bnj_ptfe_701_plc,new200
701,2026-01-01 08:33:20,OP101,JOB1001,1,2,49.32,152.74,339.89,61.87,29.56,40.08,48.33,4.997,0.022,351.91,2026-01-01 08:33:20,bnj_ptfe_701_plc,new201
701,2026-01-01 08:33:30,OP101,JOB1001,1,2,50.22,149.24,341.89,57.37,30.6,40.28,49.22,5.046,0.035,349.19,2026-01-01 08:33:30,bnj_ptfe_701_plc,new202
701,2026-01-01 08:33:40,OP101,JOB1001,1,2,50.02,147.77,339.71,60.33,29.21,40.48,49.02,4.977,0.037,348.57,2026-01-01 08:33:40,bnj_ptfe_701_plc,new203
701,2026-01-01 08:33:50,OP101,JOB1001,1,2,49.9,152.22,339.56,59.41,28.92,40.68,48.9,4.993,0.026,347.49,2026-01-01 08:33:50,bnj_ptfe_701_plc,new204
701,2026-01-01 08:34:00,OP101,JOB1001,1,2,49.9,154.65,340.93,62.08,28.11,40.88,48.9,5.002,0.022,352.78,2026-01-01 08:34:00,bnj_ptfe_701_plc,new205
701,2026-01-01 08:34:10,OP101,JOB1001,1,2,49.94,151.8,341.51,59.32,29.03,41.08,48.94,4.964,0.038,350.09,2026-01-01 08:34:10,bnj_ptfe_701_plc,new206
701,2026-01-01 08:34:20,OP101,JOB1001,1,2,50.15,154.25,340.19,58.97,31.33,41.28,49.15,5.041,0.04,348.94,2026-01-01 08:34:20,bnj_ptfe_701_plc,new207
701,2026-01-01 08:34:30,OP101,JOB1001,1,2,50.45,148.92,339.41,62.24,28.93,41.48,49.44,4.988,0.032,352.71,2026-01-01 08:34:30,bnj_ptfe_701_plc,new208
701,2026-01-01 08:34:40,OP101,JOB1001,1,2,49.63,148.82,338.5,60.16,30.21,41.68,48.64,5.038,0.037,352.42,2026-01-01 08:34:40,bnj_ptfe_701_plc,new209
701,2026-01-01 08:34:50,OP101,JOB1001,1,2,49.39,146.5,339.52,58.48,30.04,41.88,48.4,5.027,0.037,350.46,2026-01-01 08:34:50,bnj_ptfe_701_plc,new210
701,2026-01-01 08:35:00,OP101,JOB1001,1,2,50.13,152.79,339.3,61.36,28.54,42.08,49.13,5.027,0.037,350.23,2026-01-01 08:35:00,bnj_ptfe_701_plc,new211
701,2026-01-01 08:35:10,OP101,JOB1001,1,2,50.56,151.19,340.92,61.71,31.11,42.28,49.55,4.996,0.029,348.16,2026-01-01 08:35:10,bnj_ptfe_701_plc,new212
701,2026-01-01 08:35:20,OP101,JOB1001,1,2,49.69,149.1,340.49,60.77,30.77,42.48,48.7,4.981,0.028,352.24,2026-01-01 08:35:20,bnj_ptfe_701_plc,new213
701,2026-01-01 08:35:30,OP101,JOB1001,1,2,49.7,154.8,341.3,62.62,29.85,42.69,48.71,4.987,0.033,348.03,2026-01-01 08:35:30,bnj_ptfe_701_plc,new214
701,2026-01-01 08:35:40,OP101,JOB1001,1,2,49.96,153.39,339.74,59.85,29.23,42.89,48.96,4.994,0.028,351.89,2026-01-01 08:35:40,bnj_ptfe_701_plc,new215
701,2026-01-01 08:35:50,OP101,JOB1001,1,2,49.22,150.54,341.77,59.03,31.19,43.09,48.24,5.013,0.036,347.75,2026-01-01 08:35:50,bnj_ptfe_701_plc,new216
701,2026-01-01 08:36:00,OP101,JOB1001,1,2,49.88,147.31,338.67,58.3,30.18,43.29,48.88,5.049,0.031,347.66,2026-01-01 08:36:00,bnj_ptfe_701_plc,new217
701,2026-01-01 08:36:10,OP101,JOB1001,1,2,49.62,145.79,340.43,62.28,29.59,43.49,48.63,5.038,0.03,349.47,2026-01-01 08:36:10,bnj_ptfe_701_plc,new218
701,2026-01-01 08:36:20,OP101,JOB1001,1,2,49.42,150.07,339.25,61.07,31.72,43.69,48.43,5.021,0.021,347.33,2026-01-01 08:36:20,bnj_ptfe_701_plc,new219
701,2026-01-01 08:36:30,OP101,JOB1001,1,2,49.63,151.84,340.85,59.6,31.28,43.89,48.64,5.037,0.027,351.03,2026-01-01 08:36:30,bnj_ptfe_701_plc,new220
701,2026-01-01 08:36:40,OP101,JOB1001,1,2,49.44,147.74,341.43,58.33,31.94,44.09,48.45,4.977,0.037,350.32,2026-01-01 08:36:40,bnj_ptfe_701_plc,new221
701,2026-01-01 08:36:50,OP101,JOB1001,1,2,49.58,150.64,339.69,59.59,30.03,44.29,48.59,4.962,0.027,349.58,2026-01-01 08:36:50,bnj_ptfe_701_plc,new222
701,2026-01-01 08:37:00,OP101,JOB1001,1,2,49.42,153.83,339.51,59.21,28.87,44.49,48.43,5.026,0.03,349.97,2026-01-01 08:37:00,bnj_ptfe_701_plc,new223
701,2026-01-01 08:37:10,OP101,JOB1001,1,2,49.76,154.36,340.67,61.18,30.02,44.69,48.76,4.969,0.028,352.24,2026-01-01 08:37:10,bnj_ptfe_701_plc,new224
701,2026-01-01 08:37:20,OP101,JOB1001,1,2,50.69,152.34,340.61,60.04,29.9,44.89,49.68,5.037,0.032,350.28,2026-01-01 08:37:20,bnj_ptfe_701_plc,new225
701,2026-01-01 08:37:30,OP101,JOB1001,1,2,49.57,152.43,340.32,61.6,31.33,45.09,48.58,5.003,0.024,348.17,2026-01-01 08:37:30,bnj_ptfe_701_plc,new226
701,2026-01-01 08:37:40,OP101,JOB1001,1,2,50.39,151.62,340.63,57.45,28.69,45.29,49.38,4.994,0.034,350.46,2026-01-01 08:37:40,bnj_ptfe_701_plc,new227
701,2026-01-01 08:37:50,OP101,JOB1001,1,2,50.73,153.59,338.04,58.55,30.54,45.49,49.72,4.961,0.027,347.1,2026-01-01 08:37:50,bnj_ptfe_701_plc,new228
701,2026-01-01 08:38:00,OP101,JOB1001,1,2,50.71,147.54,339.37,62.83,29.43,45.69,49.7,5.011,0.031,350.05,2026-01-01 08:38:00,bnj_ptfe_701_plc,new229
701,2026-01-01 08:38:10,OP101,JOB1001,1,2,50.6,151.82,341.03,57.84,28.38,45.89,49.59,4.996,0.027,352.91,2026-01-01 08:38:10,bnj_ptfe_701_plc,new230
701,2026-01-01 08:38:20,OP101,JOB1001,1,2,49.86,152.14,338.41,61.86,31.79,46.09,48.86,4.977,0.03,349.23,2026-01-01 08:38:20,bnj_ptfe_701_plc,new231
701,2026-01-01 08:38:30,OP101,JOB1001,1,2,50.3,147.7,339.63,61.76,30.92,46.29,49.29,5.012,0.027,347.18,2026-01-01 08:38:30,bnj_ptfe_701_plc,new232
701,2026-01-01 08:38:40,OP101,JOB1001,1,2,50.52,153.06,341.58,58.03,29.71,46.49,49.51,5.023,0.038,350.62,2026-01-01 08:38:40,bnj_ptfe_701_plc,new233
701,2026-01-01 08:38:50,OP101,JOB1001,1,2,49.24,151.89,341.4,60.36,30.51,46.69,48.26,5.023,0.024,351.62,2026-01-01 08:38:50,bnj_ptfe_701_plc,new234
701,2026-01-01 08:39:00,OP101,JOB1001,1,2,49.39,150.84,341.45,62.87,30.41,46.89,48.4,5.036,0.034,351.04,2026-01-01 08:39:00,bnj_ptfe_701_plc,new235
701,2026-01-01 08:39:10,OP101,JOB1001,1,2,50.48,150.11,338.64,60.27,28.49,47.09,49.47,4.969,0.027,352.37,2026-01-01 08:39:10,bnj_ptfe_701_plc,new236
701,2026-01-01 08:39:20,OP101,JOB1001,1,2,49.6,147.45,339.88,60.49,28.76,47.29,48.61,4.976,0.031,352.37,2026-01-01 08:39:20,bnj_ptfe_701_plc,new237
701,2026-01-01 08:39:30,OP101,JOB1001,1,2,50.68,145.73,338.61,61.76,31.42,47.49,49.67,5.005,0.039,350.93,2026-01-01 08:39:30,bnj_ptfe_701_plc,new238
701,2026-01-01 08:39:40,OP101,JOB1001,1,2,50.76,152.29,338.49,59.77,30.92,47.7,49.74,5.001,0.025,348.94,2026-01-01 08:39:40,bnj_ptfe_701_plc,new239
701,2026-01-01 08:39:50,OP101,JOB1001,1,2,50.03,147.05,340.97,58.74,28.92,47.9,49.03,5.047,0.033,351.97,2026-01-01 08:39:50,bnj_ptfe_701_plc,new240
701,2026-01-01 08:40:00,OP101,JOB1001,1,2,50.44,149.64,341.14,58.73,31.87,48.1,49.43,5.048,0.033,350.99,2026-01-01 08:40:00,bnj_ptfe_701_plc,new241
701,2026-01-01 08:40:10,OP101,JOB1001,1,2,50.56,151.8,339.62,57.38,31.75,48.3,49.55,5.03,0.034,347.34,2026-01-01 08:40:10,bnj_ptfe_701_plc,new242
701,2026-01-01 08:40:20,OP101,JOB1001,1,2,50.52,149.95,338.41,61.77,31.29,48.5,49.51,4.963,0.021,347.18,2026-01-01 08:40:20,bnj_ptfe_701_plc,new243
701,2026-01-01 08:40:30,OP101,JOB1001,1,2,50.48,148.46,340.85,59.75,29.45,48.7,49.47,5.038,0.024,351.2,2026-01-01 08:40:30,bnj_ptfe_701_plc,new244
701,2026-01-01 08:40:40,OP101,JOB1001,1,2,50.47,148.46,339.18,62.33,28.45,48.9,49.46,5.038,0.03,352.89,2026-01-01 08:40:40,bnj_ptfe_701_plc,new245
701,2026-01-01 08:40:50,OP101,JOB1001,1,2,49.51,148.38,338.89,61.76,28.31,49.1,48.52,5.021,0.03,351.25,2026-01-01 08:40:50,bnj_ptfe_701_plc,new246
701,2026-01-01 08:41:00,OP101,JOB1001,1,2,49.51,151.56,340.92,57.45,30.51,49.3,48.52,4.996,0.028,347.55,2026-01-01 08:41:00,bnj_ptfe_701_plc,new247
701,2026-01-01 08:41:10,OP101,JOB1001,1,2,49.56,146.57,338.04,62.78,31.11,49.5,48.57,4.968,0.031,347.96,2026-01-01 08:41:10,bnj_ptfe_701_plc,new248
701,2026-01-01 08:41:20,OP101,JOB1001,1,2,50.55,152.06,341.49,57.8,29.53,49.7,49.54,4.986,0.023,349.12,2026-01-01 08:41:20,bnj_ptfe_701_plc,new249
701,2026-01-01 08:41:30,OP101,JOB1001,1,2,49.97,147.8,339.99,59.79,31.13,49.9,48.97,5.003,0.028,352.82,2026-01-01 08:41:30,bnj_ptfe_701_plc,new250
701,2026-01-01 08:41:40,OP101,JOB1001,1,2,49.85,149.04,339.65,58.38,31.36,50.1,48.85,5.013,0.024,352.04,2026-01-01 08:41:40,bnj_ptfe_701_plc,new251
701,2026-01-01 08:41:50,OP101,JOB1001,1,2,50.12,151.83,340.84,60.92,30.45,50.3,49.12,4.977,0.028,352.47,2026-01-01 08:41:50,bnj_ptfe_701_plc,new252
701,2026-01-01 08:42:00,OP101,JOB1001,1,2,50.46,151.51,339.87,58.69,29.69,50.5,49.45,4.98,0.038,347.61,2026-01-01 08:42:00,bnj_ptfe_701_plc,new253
701,2026-01-01 08:42:10,OP101,JOB1001,1,2,50.17,149.52,338.65,60.85,31.93,50.7,49.17,5.001,0.034,352.11,2026-01-01 08:42:10,bnj_ptfe_701_plc,new254
701,2026-01-01 08:42:20,OP101,JOB1001,1,2,50.18,146.4,338,58.25,31.62,50.9,49.18,5.033,0.021,349.71,2026-01-01 08:42:20,bnj_ptfe_701_plc,new255
701,2026-01-01 08:42:30,OP101,JOB1001,1,2,49.59,146.82,340.48,59.11,28.48,51.1,48.6,5.002,0.022,349.21,2026-01-01 08:42:30,bnj_ptfe_701_plc,new256
701,2026-01-01 08:42:40,OP101,JOB1001,1,2,49.22,154.84,340.05,57.03,28.12,51.3,48.24,5.011,0.034,349.71,2026-01-01 08:42:40,bnj_ptfe_701_plc,new257
701,2026-01-01 08:42:50,OP101,JOB1001,1,2,49.23,152.45,339.6,60.39,31.95,51.5,48.25,4.981,0.034,350.3,2026-01-01 08:42:50,bnj_ptfe_701_plc,new258
701,2026-01-01 08:43:00,OP101,JOB1001,1,2,50.01,148.95,339.81,60.11,31.54,51.7,49.01,5.035,0.034,352.22,2026-01-01 08:43:00,bnj_ptfe_701_plc,new259
701,2026-01-01 08:43:10,OP101,JOB1001,1,2,49.94,149.93,340.37,60.17,28.96,51.9,48.94,4.959,0.022,348.54,2026-01-01 08:43:10,bnj_ptfe_701_plc,new260
701,2026-01-01 08:43:20,OP101,JOB1001,1,2,50.28,145.08,340.81,61.09,31.94,52.1,49.27,5,0.033,349.36,2026-01-01 08:43:20,bnj_ptfe_701_plc,new261
701,2026-01-01 08:43:30,OP101,JOB1001,1,2,49.36,145.38,340.09,57.95,31.55,52.3,48.37,5.01,0.026,348.62,2026-01-01 08:43:30,bnj_ptfe_701_plc,new262
701,2026-01-01 08:43:40,OP101,JOB1001,1,2,49.89,145.8,340.96,62.77,30.29,52.51,48.89,5.048,0.036,347.25,2026-01-01 08:43:40,bnj_ptfe_701_plc,new263
701,2026-01-01 08:43:50,OP101,JOB1001,1,2,49.77,152.24,340.87,61.01,30.8,52.71,48.77,4.978,0.037,352.25,2026-01-01 08:43:50,bnj_ptfe_701_plc,new264
701,2026-01-01 08:44:00,OP101,JOB1001,1,2,50.55,145.24,339.81,59.38,30.36,52.91,49.54,4.977,0.031,352.35,2026-01-01 08:44:00,bnj_ptfe_701_plc,new265
701,2026-01-01 08:44:10,OP101,JOB1001,1,2,49.3,147.92,339.1,58.22,28.22,53.11,48.31,4.962,0.028,347.45,2026-01-01 08:44:10,bnj_ptfe_701_plc,new266
701,2026-01-01 08:44:20,OP101,JOB1001,1,2,49.68,145.36,341.11,60.45,29.54,53.31,48.69,4.971,0.027,349.08,2026-01-01 08:44:20,bnj_ptfe_701_plc,new267
701,2026-01-01 08:44:30,OP101,JOB1001,1,2,50.42,145.26,339.73,61.7,28.38,53.51,49.41,5.006,0.03,350.19,2026-01-01 08:44:30,bnj_ptfe_701_plc,new268
701,2026-01-01 08:44:40,OP101,JOB1001,1,2,49.27,153.66,338.81,60.55,28.13,53.71,48.28,5.018,0.038,347.62,2026-01-01 08:44:40,bnj_ptfe_701_plc,new269
701,2026-01-01 08:44:50,OP101,JOB1001,1,2,49.92,145.45,339.92,62.86,30.56,53.91,48.92,4.998,0.026,348.78,2026-01-01 08:44:50,bnj_ptfe_701_plc,new270
701,2026-01-01 08:45:00,OP101,JOB1001,1,2,49.44,147.66,339.71,61.11,30.6,54.11,48.45,5.04,0.022,352.03,2026-01-01 08:45:00,bnj_ptfe_701_plc,new271
701,2026-01-01 08:45:10,OP101,JOB1001,1,2,50.05,147.52,338.13,60.38,30.4,54.31,49.05,5.003,0.024,349.94,2026-01-01 08:45:10,bnj_ptfe_701_plc,new272
701,2026-01-01 08:45:20,OP101,JOB1001,1,2,50.57,152.63,341.38,59.97,31.59,54.51,49.56,4.977,0.036,351.87,2026-01-01 08:45:20,bnj_ptfe_701_plc,new273
701,2026-01-01 08:45:30,OP101,JOB1001,1,2,49.56,147,338.94,61.24,31.15,54.71,48.57,4.968,0.024,350.07,2026-01-01 08:45:30,bnj_ptfe_701_plc,new274
701,2026-01-01 08:45:40,OP101,JOB1001,1,2,50.36,147.45,340.15,59.16,28.38,54.91,49.35,4.97,0.04,350.41,2026-01-01 08:45:40,bnj_ptfe_701_plc,new275
701,2026-01-01 08:45:50,OP101,JOB1001,1,2,50.35,153.39,340.36,57.21,30.98,55.11,49.34,4.972,0.032,349.39,2026-01-01 08:45:50,bnj_ptfe_701_plc,new276
701,2026-01-01 08:46:00,OP101,JOB1001,1,2,50.09,147.71,339.04,61.75,29.91,55.31,49.09,5.037,0.034,347.39,2026-01-01 08:46:00,bnj_ptfe_701_plc,new277
701,2026-01-01 08:46:10,OP101,JOB1001,1,2,50.1,153.5,339.44,59.48,31.28,55.51,49.1,5.032,0.035,352.17,2026-01-01 08:46:10,bnj_ptfe_701_plc,new278
