machine_unique_id,t_stamp_raw,opn_raw,job_nbr,ignition_run_number_raw,machine_state_nbr,cat_speed,bonnet_speed,clamp_pressure,exhaust_temp,die_temp,load_cell,mandrel_position,ram_position,ram_speed,vap_1_temp,vap_2_temp,sin_1_temp,sin_2_temp,sin_3_temp,sin_4_temp,sin_5_temp,zumbach_od,zumbach_ovality,barrel_temp,insert_date_raw,run_serial,catspeed_setpoint,zumbach_auto,sin_6_temp,sin_7_temp,zumbach_type,zumbach_id,zumbach_wall,zumbach_concentricity,vap_3_temp,vap_4_temp,vap_5_temp,ambient_temp,run_number,original_table_name
701,2026-01-01 08:45:00,OP101,JOB3001,,2,50.06,48.56,147.49,221.81,339.46,58.61,29,54.11,49.06,119.23,119.29,375.21,376.9,373.92,377.59,372.4,5.017,0.033,352.53,2026-01-01 08:45:00,RS001,50,1,378.78,375.23,TYPE_B,1611,0.529,0.991,120.41,122.52,124.53,24.4,1,ire_ptfe_701_plc
701,2026-01-01 08:45:10,OP101,JOB3001,,2,50.07,48.57,149.39,222.5,338.22,60.68,31.51,54.31,49.07,118.86,121.98,372.57,378.58,376.46,374.88,377.11,5.007,0.039,352.73,2026-01-01 08:45:10,RS001,50,1,374,376.63,TYPE_A,1297,0.595,0.97,122.35,121.43,123.79,25.94,1,ire_ptfe_701_plc
701,2026-01-01 08:45:20,OP101,JOB3001,,2,50.25,48.74,147.56,221.97,341.87,58.01,30.43,54.51,49.24,120.94,121.49,374.49,377.72,376.59,379.01,373.79,5.038,0.028,348.78,2026-01-01 08:45:20,RS001,50,1,376.25,379.9,TYPE_B,1484,0.466,0.964,123.79,124.15,123,24.92,1,ire_ptfe_701_plc
701,2026-01-01 08:45:30,OP101,JOB3001,,2,49.78,48.29,154.98,220.3,339.18,59.8,30.53,54.71,48.78,118.75,121.95,372.85,374.26,376.41,378.9,378,4.963,0.023,350.65,2026-01-01 08:45:30,RS001,50,1,374.77,378.51,TYPE_B,1262,0.499,0.976,122.68,124.35,122.82,25.67,1,ire_ptfe_701_plc
701,2026-01-01 08:45:40,OP101,JOB3001,,2,50.35,48.84,152.4,222.93,338.07,59.15,30.66,54.91,49.34,120.47,121.73,373.2,375.15,374.18,376.2,376.55,5.04,0.039,350.86,2026-01-01 08:45:40,RS001,50,1,376.79,378.04,TYPE_B,1204,0.509,0.923,123.11,123.08,122.7,25.02,1,ire_ptfe_701_plc
701,2026-01-01 08:45:50,OP101,JOB3001,,2,49.5,48.02,147.84,219.49,338.56,59.52,29.23,55.11,48.51,119.55,122.04,377.57,375.15,372.89,377.3,375.28,5.022,0.029,352.23,2026-01-01 08:45:50,RS001,50,1,377.6,376.73,TYPE_A,1611,0.547,0.971,120.39,121.84,125.44,25.93,1,ire_ptfe_701_plc
701,2026-01-01 08:46:00,OP101,JOB3001,,2,50.49,48.98,154.52,220.15,338.46,61.46,30.84,55.31,49.48,118.67,122.29,377.12,377.75,374.49,374.63,377.16,4.957,0.038,348.82,2026-01-01 08:46:00,RS001,50,1,378.32,376.21,TYPE_B,1411,0.575,0.948,121.42,122.51,122.27,24.14,1,ire_ptfe_701_plc
701,2026-01-01 08:46:10,OP101,JOB3001,,2,50.39,48.88,148.97,220.1,338.26,61.63,29.51,55.51,49.38,119.99,121.33,376.5,377.16,375.41,377.28,377.79,5.033,0.038,352.63,2026-01-01 08:46:10,RS001,50,1,374.23,374.12,TYPE_B,1549,0.512,0.978,121.44,122.01,125.32,24.95,1,ire_ptfe_701_plc
701,2026-01-01 08:46:20,OP101,JOB3001,,2,49.82,48.33,147.57,220.6,338.23,61.81,30.01,55.71,48.82,120.77,119.3,374.93,373.18,371.59,376.84,376.98,4.975,0.038,349.36,2026-01-01 08:46:20,RS001,50,1,377.53,378.64,TYPE_A,1262,0.572,0.991,123.41,122.93,125.51,25.77,1,ire_ptfe_701_plc
701,2026-01-01 08:46:30,OP101,JOB3001,,2,50.1,48.6,146.63,222.43,339.63,61.15,31.38,55.91,49.1,121.67,120.44,375.88,373.27,376.56,379.67,372.05,5.015,0.035,347.27,2026-01-01 08:46:30,RS001,50,1,375.58,376.96,TYPE_B,1125,0.515,0.978,121.5,121.21,125.68,24.1,1,ire_ptfe_701_plc
701,2026-01-01 08:46:40,OP101,JOB3001,,2,50.64,49.12,148.36,218.59,338.68,61.83,28.45,56.11,49.63,120.68,121.16,376.06,374.44,371.67,376.5,376.65,5.024,0.027,350.87,2026-01-01 08:46:40,RS001,50,1,378.23,378.85,TYPE_A,1020,0.559,0.918,123.07,122.75,123.32,24.65,1,ire_ptfe_701_plc
701,2026-01-01 08:46:50,OP101,JOB3001,,2,50.59,49.07,145.77,222.89,338.91,61.93,31.53,56.31,49.58,120.06,119.56,375.08,374.79,374.58,377.04,375.29,5.007,0.026,350.07,2026-01-01 08:46:50,RS001,50,1,376,379.7,TYPE_A,1076,0.522,0.957,121.98,121.23,123.76,24.75,1,ire_ptfe_701_plc
701,2026-01-01 08:47:00,OP101,JOB3001,,2,49.64,48.15,146.6,219.99,341.37,59.29,31.38,56.51,48.65,120.42,121.62,374.76,373.11,376.41,377.47,377.5,4.956,0.031,349.58,2026-01-01 08:47:00,RS001,50,1,374.4,378.59,TYPE_B,1427,0.578,0.986,122.27,123.73,125.49,24.75,1,ire_ptfe_701_plc
701,2026-01-01 08:47:10,OP101,JOB3001,,2,50.09,48.59,147.66,219.44,338.55,60.99,29.77,56.71,49.09,118.87,119.46,373.9,375.44,376.97,377.14,377.29,4.952,0.024,347.15,2026-01-01 08:47:10,RS001,50,1,373.99,379.26,TYPE_A,1512,0.525,0.995,121.95,122.34,125.34,25.92,1,ire_ptfe_701_plc
701,2026-01-01 08:47:20,OP101,JOB3001,,2,49.35,47.87,149.37,219.72,341.13,60.96,29.17,56.91,48.36,118.4,122.63,376.4,375.34,375,377.58,376.49,5.033,0.038,349.78,2026-01-01 08:47:20,RS001,50,1,377.45,376.6,TYPE_A,1519,0.526,0.938,122.83,122.75,122.43,25.95,1,ire_ptfe_701_plc
701,2026-01-01 08:47:30,OP101,JOB3001,,2,49.3,47.82,149.16,218.63,340.59,57.22,29.43,57.11,48.31,121.83,122.22,376.04,376.87,372.61,376.47,376.19,4.951,0.037,350.37,2026-01-01 08:47:30,RS001,50,1,373.89,376.98,TYPE_A,1288,0.416,0.934,121.68,124.72,122.91,24.47,1,ire_ptfe_701_plc
701,2026-01-01 08:47:40,OP101,JOB3001,,2,50.6,49.08,148.46,220.64,339.27,59.68,28.87,57.31,49.59,119.72,120.37,374.68,374.56,372.71,378.89,376.39,5.004,0.037,350.54,2026-01-01 08:47:40,RS001,50,1,374.15,374.71,TYPE_A,1468,0.485,0.997,122.04,123.75,122.31,24.95,1,ire_ptfe_701_plc
701,2026-01-01 08:47:50,OP101,JOB3001,,2,49.24,47.76,152.9,217.25,340.79,61.34,30.63,57.52,48.26,121.56,120.17,373.52,376.87,373.02,379.48,374.33,4.988,0.031,350.02,2026-01-01 08:47:50,RS001,50,1,375.93,377.42,TYPE_A,1189,0.484,0.983,121.88,121.93,124.48,25.64,1,ire_ptfe_701_plc
701,2026-01-01 08:48:00,OP101,JOB3001,,2,49.75,48.26,153.49,218.35,341.18,57.36,29.36,57.72,48.76,119.5,121.45,377.35,373.68,371.26,374.34,372.88,5.041,0.027,349.95,2026-01-01 08:48:00,RS001,50,1,375.36,379.26,TYPE_B,1123,0.406,0.911,120.37,123.6,122.89,24.51,1,ire_ptfe_701_plc
701,2026-01-01 08:48:10,OP101,JOB3001,,2,49.85,48.35,148.3,220,341.49,59.63,28.44,57.92,48.85,121.57,121.27,373.16,375.14,372.25,377.32,372.77,4.983,0.039,352.03,2026-01-01 08:48:10,RS001,50,1,375.16,378.82,TYPE_B,1410,0.6,0.96,122.55,124.39,124.93,25.03,1,ire_ptfe_701_plc
701,2026-01-01 08:48:20,OP101,JOB3001,,2,50.08,48.58,145.46,217.71,341.87,60.7,28.54,58.12,49.08,120.35,122.24,375.96,374.9,375.74,376.23,376.22,4.953,0.022,348.39,2026-01-01 08:48:20,RS001,50,1,373.49,379.29,TYPE_B,1345,0.555,0.901,123.14,122.39,125.2,25.47,1,ire_ptfe_701_plc
701,2026-01-01 08:48:30,OP101,JOB3001,,2,49.25,47.77,145.34,219.94,338.63,57.4,31.08,58.32,48.27,118.43,122.2,377.01,375.96,372.1,375.79,375.88,4.974,0.035,352.92,2026-01-01 08:48:30,RS001,50,1,373.24,379.62,TYPE_B,1792,0.594,0.934,122.67,121.72,122.08,24.86,1,ire_ptfe_701_plc
701,2026-01-01 08:48:40,OP101,JOB3001,,2,50.19,48.68,148.99,221.35,338.93,62.2,30.51,58.52,49.19,121.97,120.04,377.88,378.64,371.37,379.66,373.79,5.028,0.031,347.78,2026-01-01 08:48:40,RS001,50,1,377.81,374.12,TYPE_B,1491,0.443,0.903,122.64,124.14,125.95,25.91,1,ire_ptfe_701_plc
701,2026-01-01 08:48:50,OP101,JOB3001,,2,50.08,48.58,148.46,222.26,341.67,57.35,31.46,58.72,49.08,121.15,122.66,372.18,374.6,376.85,376.27,373.29,4.969,0.023,349.67,2026-01-01 08:48:50,RS001,50,1,374.57,379.95,TYPE_A,1477,0.452,0.975,122.12,121.64,122.38,24.45,1,ire_ptfe_701_plc
701,2026-01-01 08:49:00,OP101,JOB3001,,2,49.96,48.46,145.73,219.23,339.73,57.87,31.21,58.92,48.96,119.48,120.65,372.9,378.76,373.83,379.8,375.34,4.968,0.021,347.06,2026-01-01 08:49:00,RS001,50,1,376.03,374.03,TYPE_A,1394,0.556,0.925,123.01,121.17,125.25,24.43,1,ire_ptfe_701_plc
701,2026-01-01 08:49:10,OP101,JOB3001,,2,49.53,48.04,148.58,217.41,340.25,59.3,31.74,59.12,48.54,119.75,119.57,374.87,375.35,373.62,378.47,372.03,4.996,0.039,349.21,2026-01-01 08:49:10,RS001,50,1,376.88,378.47,TYPE_B,1948,0.574,0.947,123.87,124.82,124.87,24.07,1,ire_ptfe_701_plc
701,2026-01-01 08:49:20,OP101,JOB3001,,2,50.76,49.24,147.91,218.9,338.38,59.77,30.33,59.32,49.74,118.6,121.18,374.06,373.5,371.97,375.72,374.49,5.039,0.036,348.97,2026-01-01 08:49:20,RS001,50,1,378.18,375.66,TYPE_B,1725,0.599,0.971,123.77,124.4,122.05,24.72,1,ire_ptfe_701_plc
701,2026-01-01 08:49:30,OP101,JOB3001,,2,49.92,48.42,153.47,220.09,340.14,61.89,29.2,59.52,48.92,121.28,122.36,376.65,377.36,376.65,375.11,374.89,5.038,0.035,351.21,2026-01-01 08:49:30,RS001,50,1,375.12,378.76,TYPE_A,1545,0.532,0.969,122.9,123.08,125.91,24.98,1,ire_ptfe_701_plc
701,2026-01-01 08:49:40,OP101,JOB3001,,2,49.79,48.3,151.05,220.6,340.41,58.19,29.69,59.72,48.79,119.43,120.32,377.24,378.32,371.7,379.07,376.72,4.989,0.031,348.07,2026-01-01 08:49:40,RS001,50,1,377.33,378.36,TYPE_B,1391,0.532,0.925,123.51,123.48,123.55,24.6,1,ire_ptfe_701_plc
701,2026-01-01 08:49:50,OP101,JOB3001,,2,50.31,48.8,145.25,217.11,340.93,62.91,30.56,59.92,49.3,120.24,122.82,373.36,374.81,376.46,375.41,372.08,4.975,0.031,352.07,2026-01-01 08:49:50,RS001,50,1,376.96,375.48,TYPE_B,1842,0.415,0.918,123.95,122.69,122.91,24.2,1,ire_ptfe_701_plc
701,2026-01-01 08:50:00,OP101,JOB3001,,2,49.33,47.85,154.25,219.57,340.39,60.72,29.69,60.12,48.34,120.17,121.15,376.49,375.35,372.79,375.27,376.28,4.982,0.023,349.66,2026-01-01 08:50:00,RS001,50,1,373.57,376.3,TYPE_B,1668,0.506,0.918,120.8,124.77,125.52,24.89,1,ire_ptfe_701_plc
701,2026-01-01 08:50:10,OP101,JOB3001,,2,50.27,48.76,154.21,219.02,340.36,60.7,30.87,60.32,49.26,121.6,122.31,374.25,374.45,372.53,376.04,375.93,4.956,0.034,349.59,2026-01-01 08:50:10,RS001,50,1,377.71,378.11,TYPE_A,1935,0.417,0.922,120.46,121.24,125.74,25.34,1,ire_ptfe_701_plc
701,2026-01-01 08:50:20,OP101,JOB3001,,2,50.19,48.68,150.92,222.11,340.64,57.74,30.98,60.52,49.19,119.2,122.36,372.03,373.76,374.69,379.05,375.26,5.016,0.032,348.56,2026-01-01 08:50:20,RS001,50,1,375.78,378.25,TYPE_A,1508,0.417,0.955,122.12,122.08,125.38,25.74,1,ire_ptfe_701_plc
701,2026-01-01 08:50:30,OP101,JOB3001,,2,49.89,48.39,147.41,220.27,339.12,62.57,30.37,60.72,48.89,119.94,120.22,375.9,374.04,376.66,378.98,375.58,5.003,0.028,352.12,2026-01-01 08:50:30,RS001,50,1,378.99,375.96,TYPE_B,1678,0.549,0.969,122.4,121.19,122.44,25.88,1,ire_ptfe_701_plc
701,2026-01-01 08:50:40,OP101,JOB3001,,2,49.2,47.72,146.73,221.83,340.52,61.83,29.17,60.92,48.22,119.01,120.6,377.11,377.44,371.14,376.68,375.27,4.99,0.037,352.13,2026-01-01 08:50:40,RS001,50,1,375.74,374.41,TYPE_A,1058,0.505,0.926,123.06,124.49,125.53,25.41,1,ire_ptfe_701_plc
701,2026-01-01 08:50:50,OP101,JOB3001,,2,49.77,48.28,152.01,217.07,339.1,60.82,29.03,61.12,48.77,120.87,119.4,376.97,375.69,375.61,375.01,374.34,4.978,0.025,350.31,2026-01-01 08:50:50,RS001,50,1,376.52,378.59,TYPE_A,1263,0.414,0.993,122.27,122.7,122.85,25.82,1,ire_ptfe_701_plc
701,2026-01-01 08:51:00,OP101,JOB3001,,2,50.25,48.74,149.11,221.27,338.68,59.88,30.6,61.32,49.24,119.49,121.57,374.64,377.14,373.85,375.97,375.11,4.975,0.022,349.3,2026-01-01 08:51:00,RS001,50,1,376.83,376.16,TYPE_B,1621,0.409,0.988,120.54,124.58,124.74,24.98,1,ire_ptfe_701_plc
701,2026-01-01 08:51:10,OP101,JOB3001,,2,50.55,49.03,146.38,222.02,341.16,58.33,28.86,61.52,49.54,118.49,121.97,375.73,378.42,373.79,377.14,375.43,5.049,0.035,348.25,2026-01-01 08:51:10,RS001,50,1,373.02,376.38,TYPE_A,1364,0.402,0.909,121.25,123.16,123.67,25.88,1,ire_ptfe_701_plc
701,2026-01-01 08:51:20,OP101,JOB3001,,2,49.56,48.07,145.74,219.72,339.25,61.6,29.53,61.72,48.57,121.33,120.77,372.37,376.58,371.68,379.48,373.87,5.043,0.033,347.28,2026-01-01 08:51:20,RS001,50,1,376.23,375.9,TYPE_B,1969,0.555,0.965,120.95,122.11,124.25,24.38,1,ire_ptfe_701_plc
701,2026-01-01 08:51:30,OP101,JOB3001,,2,50.54,49.02,151.44,218.38,338.78,61.82,30.85,61.92,49.53,119.54,119.6,375.56,376.74,374.03,374.93,377.81,4.978,0.025,350.71,2026-01-01 08:51:30,RS001,50,1,374.59,379.21,TYPE_A,1798,0.463,0.947,122.69,122.3,122.98,24.66,1,ire_ptfe_701_plc
701,2026-01-01 08:51:40,OP101,JOB3001,,2,50.46,48.95,147.88,220.2,338.54,58.71,31.89,62.12,49.45,118.23,121.51,375.15,375.96,375.58,377.4,372.27,5.03,0.038,348.33,2026-01-01 08:51:40,RS001,50,1,377.52,379.61,TYPE_B,1217,0.592,0.978,121.86,124.02,124.02,25.09,1,ire_ptfe_701_plc
701,2026-01-01 08:51:50,OP101,JOB3001,,2,49.26,47.78,153.5,218.56,339.82,59.94,31.07,62.32,48.27,119.57,121.17,377.22,373.1,374.19,378.82,377.06,5.034,0.038,350.55,2026-01-01 08:51:50,RS001,50,1,375.93,374.88,TYPE_A,1544,0.404,0.968,120.77,123.37,123.03,24.91,1,ire_ptfe_701_plc
701,2026-01-01 08:52:00,OP101,JOB3001,,2,49.9,48.4,150.95,217.2,338.66,58.56,28.23,62.53,48.9,118.02,120.2,372.49,376.27,375.14,374.07,376.77,5.013,0.027,347.67,2026-01-01 08:52:00,RS001,50,1,378.88,376.39,TYPE_B,1999,0.514,0.997,121.78,123.15,124.63,25.88,1,ire_ptfe_701_plc
701,2026-01-01 08:52:10,OP101,JOB3001,,2,49.94,48.44,150.38,217.67,340.12,60.26,29.12,62.73,48.94,119.66,120.8,373.61,373.97,371.43,378.96,373.8,5.027,0.028,351.95,2026-01-01 08:52:10,RS001,50,1,373.84,377.62,TYPE_A,1242,0.458,0.926,121.09,123.97,124.5,25.86,1,ire_ptfe_701_plc
701,2026-01-01 08:52:20,OP101,JOB3001,,2,49.59,48.1,150.42,221.42,339.58,60.49,30.79,62.93,48.6,118.68,121.16,372.9,375.57,371.74,378.08,375.78,4.97,0.035,348.21,2026-01-01 08:52:20,RS001,50,1,377.91,376.91,TYPE_B,1639,0.425,0.924,122.93,122.83,123.81,25.23,1,ire_ptfe_701_plc
701,2026-01-01 08:52:30,OP101,JOB3001,,2,49.63,48.14,152.18,220.23,339.33,58.18,29.23,63.13,48.64,121.93,119.28,373.47,374.34,373.66,375.54,376.23,5.028,0.029,351.93,2026-01-01 08:52:30,RS001,50,1,374.64,379.2,TYPE_A,1259,0.487,0.977,122.57,122.81,124.15,24.59,1,ire_ptfe_701_plc
701,2026-01-01 08:52:40,OP101,JOB3001,,2,49.43,47.95,145.57,222.8,339.14,62,31.17,63.33,48.44,120.12,122.57,372.94,378.03,376.4,378.8,376.02,5.049,0.024,350.01,2026-01-01 08:52:40,RS001,50,1,376.5,377.66,TYPE_A,1533,0.48,0.999,122.34,124.37,123.68,24.96,1,ire_ptfe_701_plc
701,2026-01-01 08:52:50,OP101,JOB3001,,2,49.61,48.12,150.49,220.87,339.35,58.12,30.63,63.53,48.62,121.97,120.02,377.06,378.28,376.54,374.11,373.99,4.999,0.023,348.76,2026-01-01 08:52:50,RS001,50,1,373.29,375.88,TYPE_B,1570,0.552,0.99,123.59,121.21,123.88,24.09,1,ire_ptfe_701_plc
701,2026-01-01 08:53:00,OP101,JOB3001,,2,50.12,48.62,146.34,219.01,338.7,62.41,29.92,63.73,49.12,118.82,122.62,372.47,376.69,376.92,377.87,376.21,5.02,0.04,351.14,2026-01-01 08:53:00,RS001,50,1,377.64,379.14,TYPE_B,1012,0.594,0.958,121.78,123.78,124.45,24.01,1,ire_ptfe_701_plc
701,2026-01-01 08:53:10,OP101,JOB3001,,2,49.89,48.39,149.17,218,338.97,61.55,31.92,63.93,48.89,121.72,121.43,376.75,375.92,373.9,377.23,377.14,5.006,0.04,348.23,2026-01-01 08:53:10,RS001,50,1,376.06,374.14,TYPE_B,1506,0.551,0.926,123.91,121.9,124.87,24.68,1,ire_ptfe_701_plc
701,2026-01-01 08:53:20,OP101,JOB3001,,2,49.29,47.81,152.22,218.36,338.91,59.84,31.6,64.13,48.3,118.24,119.79,373.71,376.87,376.4,377.16,377.34,5.034,0.028,350.47,2026-01-01 08:53:20,RS001,50,1,378.57,377.87,TYPE_B,1117,0.521,0.922,123.49,124.01,122.71,24.75,1,ire_ptfe_701_plc
701,2026-01-01 08:53:30,OP101,JOB3001,,2,50.07,48.57,152.7,219.35,338.38,60.5,30.44,64.33,49.07,121.38,122.73,373.17,373.86,376.23,377.27,377.16,4.952,0.037,351.09,2026-01-01 08:53:30,RS001,50,1,378.18,375.4,TYPE_B,1383,0.408,0.927,123.69,122.17,122.83,25,1,ire_ptfe_701_plc
701,2026-01-01 08:53:40,OP101,JOB3001,,2,50.39,48.88,152.76,221.52,338.98,62.76,28.84,64.53,49.38,120.45,121.93,372.72,375.63,372.94,378.69,374.75,4.972,0.037,348,2026-01-01 08:53:40,RS001,50,1,375.86,376.33,TYPE_A,1752,0.585,0.944,122.17,124.64,123.92,25.05,1,ire_ptfe_701_plc
701,2026-01-01 08:53:50,OP101,JOB3001,,2,50.72,49.2,150.06,220.56,340.98,57.24,31.55,64.73,49.71,120.57,122.17,374.9,374.14,374.77,375.57,375.07,4.978,0.035,349.47,2026-01-01 08:53:50,RS001,50,1,373.16,377.28,TYPE_B,1178,0.507,0.972,120.89,122.8,122.05,25.86,1,ire_ptfe_701_plc
701,2026-01-01 08:54:00,OP101,JOB3001,,2,49.78,48.29,150.79,219.15,338.94,59.91,28.59,64.93,48.78,119.12,120.98,377.22,373.94,371.79,377.3,374.37,5.03,0.032,351.02,2026-01-01 08:54:00,RS001,50,1,377.81,375.1,TYPE_A,1433,0.493,0.974,121.05,124.53,123.29,24.56,1,ire_ptfe_701_plc
701,2026-01-01 08:54:10,OP101,JOB3001,,2,49.93,48.43,151.83,222.19,339.84,61.4,31.7,65.13,48.93,119.11,119.06,375.84,375.35,373.01,374.33,373.32,4.999,0.022,351.23,2026-01-01 08:54:10,RS001,50,1,375.9,376.24,TYPE_A,1015,0.542,0.908,123.56,124.08,123.54,25.7,1,ire_ptfe_701_plc
701,2026-01-01 08:54:20,OP101,JOB3001,,2,50.22,48.71,150.03,220.5,340.51,58.41,29.44,65.33,49.22,121.82,122.58,374.11,377.91,373.29,378.3,377.61,4.984,0.038,349.21,2026-01-01 08:54:20,RS001,50,1,376.27,375.88,TYPE_B,1357,0.46,0.925,122.02,121.33,123.9,25.88,1,ire_ptfe_701_plc
701,2026-01-01 08:54:30,OP101,JOB3001,,2,50.7,49.18,154.45,221.83,341.6,58.81,28.61,65.53,49.69,118.6,120.09,376.54,377.41,376.67,379.06,373.25,4.997,0.036,351.53,2026-01-01 08:54:30,RS001,50,1,377.85,377.85,TYPE_A,1159,0.413,0.971,122.09,121.93,123.3,24.89,1,ire_ptfe_701_plc
701,2026-01-01 08:54:40,OP101,JOB3001,,2,50.48,48.97,153.72,220.13,339.93,61.92,30.75,65.73,49.47,120.58,121.95,376.61,376.45,371.95,374.09,372.57,4.993,0.026,349.85,2026-01-01 08:54:40,RS001,50,1,375.25,377.12,TYPE_B,1636,0.45,0.962,123.74,123.48,123.96,25.18,1,ire_ptfe_701_plc
701,2026-01-01 08:54:50,OP101,JOB3001,,2,49.76,48.27,146.95,221.78,338.48,61.87,30.93,65.93,48.76,119.24,120.66,376.95,375.35,376.53,376.94,377.86,5.033,0.024,349.69,2026-01-01 08:54:50,RS001,50,1,377.67,378.21,TYPE_A,1861,0.43,0.904,120.83,122.7,124.9,24.21,1,ire_ptfe_701_plc
701,2026-01-01 08:55:00,OP101,JOB3001,,2,50.17,48.66,148.64,217.27,341.06,62.48,30.02,66.13,49.17,119.99,122.94,377.05,374.48,376.69,376.91,376.19,4.973,0.037,349.08,2026-01-01 08:55:00,RS001,50,1,375.03,377.26,TYPE_B,1617,0.52,0.999,123.87,121.57,124.63,25.07,1,ire_ptfe_701_plc
701,2026-01-01 08:55:10,OP101,JOB3001,,2,49.69,48.2,145.55,217.53,341.28,57.15,31.38,66.33,48.7,120.1,121.89,376.56,375.59,375.88,374.7,372.99,5.003,0.022,347.96,2026-01-01 08:55:10,RS001,50,1,374.27,374.47,TYPE_B,1133,0.539,0.915,121.13,123.3,122.49,25.42,1,ire_ptfe_701_plc
701,2026-01-01 08:55:20,OP101,JOB3001,,2,50.23,48.72,149.08,219.09,341.48,61.57,29.32,66.53,49.23,120.63,119.89,372.05,373.63,375.43,376.36,376.59,4.971,0.026,352.06,2026-01-01 08:55:20,RS001,50,1,378.27,378.42,TYPE_B,1070,0.565,0.921,123.75,123.94,124.88,24.21,1,ire_ptfe_701_plc
701,2026-01-01 08:55:30,OP101,JOB3001,,2,50.1,48.6,145.14,222.89,341.79,61.22,31.35,66.73,49.1,119.9,122.64,374.87,376.98,373.24,374.73,375.68,4.951,0.026,349.04,2026-01-01 08:55:30,RS001,50,1,378.87,377.98,TYPE_B,1624,0.56,0.944,123.01,123.7,124.6,24.82,1,ire_ptfe_701_plc
701,2026-01-01 08:55:40,OP101,JOB3001,,2,50.51,48.99,147.46,221.69,338.13,62.67,31.14,66.93,49.5,119.23,122.75,377.84,376.97,375.67,376.31,373.45,5.031,0.031,349.8,2026-01-01 08:55:40,RS001,50,1,375.08,377.85,TYPE_B,1920,0.53,0.904,122.56,123.43,123.12,25.34,1,ire_ptfe_701_plc
701,2026-01-01 08:55:50,OP101,JOB3001,,2,49.5,48.02,146.17,219.23,341.6,58.89,30.5,67.13,48.51,120.4,122.13,377.24,376.68,371.12,379.74,376.49,4.961,0.025,348.78,2026-01-01 08:55:50,RS001,50,1,378.92,379.69,TYPE_A,1245,0.507,0.988,120.45,121.61,123.82,24.23,1,ire_ptfe_701_plc
701,2026-01-01 08:56:00,OP101,JOB3001,,2,49.89,48.39,153.58,221.08,341.06,62.83,31.01,67.33,48.89,121.47,122.47,375.26,373.56,373.77,374.93,377.29,5.044,0.036,350.47,2026-01-01 08:56:00,RS001,50,1,373.14,375.39,TYPE_B,1115,0.537,0.927,122.25,122.09,123.07,25.72,1,ire_ptfe_701_plc
701,2026-01-01 08:56:10,OP101,JOB3001,,2,49.8,48.31,149.21,222.26,341.79,58.72,30.5,67.54,48.8,119.47,120.67,372.5,377.86,373.07,379.11,373.98,5,0.033,352.56,2026-01-01 08:56:10,RS001,50,1,377.79,377.78,TYPE_B,1631,0.536,0.945,123.85,123.25,125.28,24.63,1,ire_ptfe_701_plc
701,2026-01-01 08:56:20,OP101,JOB3001,,2,49.37,47.89,152.28,218.24,341.15,59.34,30.17,67.74,48.38,118.87,121.12,376.95,375.19,374.61,376.88,373.66,5.034,0.035,348.36,2026-01-01 08:56:20,RS001,50,1,378.77,374.25,TYPE_B,1775,0.414,0.979,123.55,122.29,123.12,24.04,1,ire_ptfe_701_plc
701,2026-01-01 08:56:30,OP101,JOB3001,,2,49.23,47.75,148.54,220.84,341.16,62.07,30.01,67.94,48.25,118.95,120.97,376.98,377.84,374.12,375.51,373.52,4.966,0.032,351.13,2026-01-01 08:56:30,RS001,50,1,375.22,377.01,TYPE_A,1152,0.453,0.94,122.83,124.5,124.34,25.33,1,ire_ptfe_701_plc
701,2026-01-01 08:56:40,OP101,JOB3001,,2,49.33,47.85,145.06,221.14,339.49,58.83,31.51,68.14,48.34,118.79,122.99,377.78,377.43,375.98,379.76,376,4.996,0.036,348.89,2026-01-01 08:56:40,RS001,50,1,375.73,374.55,TYPE_B,1645,0.472,0.983,121.28,124.63,123.07,25.78,1,ire_ptfe_701_plc
701,2026-01-01 08:56:50,OP101,JOB3001,,2,49.84,48.34,152.39,217.04,340.11,60.32,29,68.34,48.84,120.45,120.45,373.69,373.81,373.09,375.43,376.94,4.99,0.026,347.4,2026-01-01 08:56:50,RS001,50,1,373.93,376.25,TYPE_B,1017,0.599,0.907,122.28,124.14,123.84,24.78,1,ire_ptfe_701_plc
701,2026-01-01 08:57:00,OP101,JOB3001,,2,50.78,49.26,145.34,217.71,338.38,61.6,28.63,68.54,49.76,119.03,122.76,375.59,378.01,373.62,378.03,374.72,5.02,0.031,348.4,2026-01-01 08:57:00,RS001,50,1,378.66,376.16,TYPE_B,1317,0.494,0.908,121.11,122.45,125.71,24.86,1,ire_ptfe_701_plc
701,2026-01-01 08:57:10,OP101,JOB3001,,2,50.63,49.11,153.65,218.23,341.29,57.01,29.69,68.74,49.62,121.11,121.15,374.94,378.4,371.51,378.26,374.08,5.006,0.025,350.43,2026-01-01 08:57:10,RS001,50,1,374.04,376.21,TYPE_A,1149,0.509,0.975,121.03,122.88,125.5,25.22,1,ire_ptfe_701_plc
701,2026-01-01 08:57:20,OP101,JOB3001,,2,50.15,48.65,153.88,219.4,339.68,60.48,29.86,68.94,49.15,119.54,121.11,377.03,378.62,371.51,375.63,372.37,5.007,0.027,350.87,2026-01-01 08:57:20,RS001,50,1,375.63,378.5,TYPE_B,1375,0.477,0.915,120.58,123.32,124.85,25.9,1,ire_ptfe_701_plc
